"WOS_ID","Authors","Title","Year","Source","DOI","AdditionalPublications","Country","System","Habitat","DurationDays","NumberOfStressors","FullyFactorial","LargestCombination","SpecificCombinations","Physiological","Individual","Population","Community","Ecosystem","SingleSpecies","TaxonomicGroup","MultipleTimepoints","Recovery","Sequential","StressorOneClass","StressorOneIdentity","StressorOneNote","StressorOneLevels","StressorTwoClass","StressorTwoIdentity","StressorTwoNote","StressorTwoLevels","StressorThreeClass","StressorThreeIdentity","StressorThreeNote","StressorThreeLevels","StressorFourClass","StressorFourIdentity","StressorFourNote","StressorFourLevels","StressorFiveClass","StressorFiveIdentity","StressorFiveNote","StressorFiveLevels","StressorSixClass","StressorSixIdentity","StressorSixNote","StressorSixLevels","StressorSevenClass","StressorSevenIdentity","StressorSevenNote","StressorSevenLevels","StressorEightClass","StressorEightIdentity","StressorEightNote","StressorEightLevels","StressorNineClass","StressorNineIdentity","StressorNineNote","StressorNineLevels","StressorTenClass","StressorTenIdentity","StressorTenNote","StressorTenLevels","StressorElevenClass","StressorElevenIdentity","StressorElevenNote","StressorElevenLevels","StressorTwelveClass","StressorTwelveIdentity","StressorTwelveNote","StressorTwelveLevels","StressorThirteenClass","StressorThirteenIdentity","StressorThirteenNote","StressorThirteenLevels","StressorFourteenClass","StressorFourteenIdentity","StressorFourteenNote","StressorFourteenLevels","StressorFifteenClass","StressorFifteenIdentity","StressorFifteenNote","StressorFifteenLevels","StressorSixteenClass","StressorSixteenIdentity","StressorSixteenNote","StressorSixteenLevels","StressorSeventeenClass","StressorSeventeenIdentity","StressorSeventeenNote","StressorSeventeenLevels","StressorEighteenClass","StressorEighteenIdentity","StressorEighteenNote","StressorEighteenLevels","StressorNineteenClass","StressorNineteenIdentity","StressorNineteenNote","StressorNineteenLevels","StressorTwentyClass","StressorTwentyIdentity","StressorTwentyNote","StressorTwentyLevels","StressorTwentyOneClass","StressorTwentyOneIdentity","StressorTwentyOneNote","StressorTwentyOneLevels","StressorTwentyTwoClass","StressorTwentyTwoIdentity","StressorTwentyTwoNote","StressorTwentyTwoLevels"
"WOS:000080326600010","Breitburg, DL; Sanders, JG; Gilmour, CC; Hatfield, CA; Osman, RW; Riedel, GF; Seitzinger, SB; Sellner, KG","Variability in responses to nutrients and trace elements, and transmission of stressor effects through an estuarine food web",1999,"LIMNOLOGY AND OCEANOGRAPHY","10.4319/lo.1999.44.3_part_2.0837",NA,"usa","mesocosm","lotic","28",2,"yes",2,"1-2,","no","no","no","no","yes",NA,NA,"yes","no","no","nutrients","nutrient enrichment","100 liter/day of 1-μm filtered water containing dissolved N and P conc found in the river; Nutrient addition tanks received an additional 1.8 mmol NO3-N m2/d and 0.11 mmol PO4-P m2/d.",2,"metals","metal mixture","a mixture of arsenic (As), copper (Cu), cadmium (Cd), zinc(Zn), and nickel (Ni) was added (see Table 1). Concentrations of dissolved As, Cu, Cd, and Ni in trace element addition mesocosms were 2-53 higher than the highest ambient concentrations measured in the river during routine monitoring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000080326600011","Folt, CL; Chen, CY; Moore, MV; Burnaford, J","Synergism and antagonism among multiple stressors",1999,"LIMNOLOGY AND OCEANOGRAPHY","10.4319/lo.1999.44.3_part_2.0864",NA,"usa","lab",NA,"7",2,"yes",2,"1-2,","yes","yes","yes","no","no","daphnia pulex; daphnia pulicaria","crustacea","no","no","no","temperature","warming","We  exposedDaphniato  each  stressor  separately  and  incombinations  of  two  and  three  stressors. Experiments were onducted in multiple blocks using a 3-way factorial designincluding three temperatures (208,258, and 308C), two foodlevels [102 and 1,200mg C liter21, low food (LF) and highfood (HF), respectively], and two concentrations of SDS (so-dium dodecyl sulfate; 0 and 10 mg liter21). There were;5-10  replicates  per  treatment  run  in  each  block  with  a  singleindividual contained in each replicate. Among the tempera-ture treatments, 308C is probably above the thermal tolerancelimit of many cladocerans (Moore and Folt 1993; Moore etal. 1996)",3,"other chemicals","sodium dodecyl sulfate","two concentrations of SDS (so-dium dodecyl sulfate; 0 and 10 mg liter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000080580100003","Leblond, VS; Hontela, A","Effects of in vitro exposures to cadmium, mercury, zinc, and 1-(2-chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane on steroidogenesis by dispersed interrenal cells of rainbow trout (Oncorhynchus mykiss)",1999,"TOXICOLOGY AND APPLIED PHARMACOLOGY","10.1006/taap.1999.8660",NA,"canada","lab",NA,"0.08",2,"yes",2,"1-2,","yes","no","no","no","no","oncorhynchus mykiss","fish","no","no","no","metals","cadmium","Stimulated with 1 IU/ml ACTH following in vitro exposure to 1.6 3 1024 M of CdCl2 with various doses of ZnCl2 for 60 min. Cortisol secretion from control (without CdCl2 and ZnCl2), CdCl2 (1.6 3 1024 M), and ZnCl2 (1 3 1024 M), the highest zinc chloride concentration used in this experiment, are also shown.",7,"metals","zinc","Stimulated with 1 IU/ml ACTH following in vitro exposure to 1.6 3 1024 M of CdCl2 with various doses of ZnCl2 for 60 min. Cortisol secretion from control (without CdCl2 and ZnCl2), CdCl2 (1.6 3 1024 M), and ZnCl2 (1 3 1024 M), the highest zinc chloride concentration used in this experiment, are also shown.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000080959500025","Rousch, JM; Sommerfeld, MR","Effect of manganese and nickel on growth of selected algae in pH buffered medium",1999,"WATER RESEARCH","10.1016/S0043-1354(98)00474-6",NA,"usa","lab",NA,"15",2,"yes",2,"1-2,","yes","no","no","no","no","ulothrix minuta; ulothrix fimbriata","algae","yes","no","no","metals","manganese","Nominal Mn and Ni concentrations were 0 (control), 20, 40 and 80 ppm and 0 (control), 0.22, 0.44 and 0.88 ppm, respectively, formulated by addition of acidified (H2SO4) manganese sulfate and nickelous sulfate stock to growth media containing 1% Approximate Universal Buffer at pH 6. Treatments consisted of Mn and Ni solely and in combination such that the 0, 20, 40 and 80 ppm Mn concentrations were paired with the 0, 0.22, 0.44 and 0.88 ppm Ni concentrations, respectively. These Mn and Ni concentrations were chosen because they are representative of concentrations found in Pinal Creek.",4,"metals","nickel","Nominal Mn and Ni concentrations were 0 (control), 20, 40 and 80 ppm and 0 (control), 0.22, 0.44 and 0.88 ppm, respectively, formulated by addition of acidified (H2SO4) manganese sulfate and nickelous sulfate stock to growth media containing 1% Approximate Universal Buffer at pH 6. Treatments consisted of Mn and Ni solely and in combination such that the 0, 20, 40 and 80 ppm Mn concentrations were paired with the 0, 0.22, 0.44 and 0.88 ppm Ni concentrations, respectively. These Mn and Ni concentrations were chosen because they are representative of concentrations found in Pinal Creek.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000081027800012","Stewart, AR","Accumulation of Cd by a freshwater mussel (Pyganodon grandis) is reduced in the presence of Cu, Zn, Pb, and Ni",1999,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","10.1139/cjfas-56-3-467",NA,"canada","field","lentic","80",2,"yes",2,"1-2,","yes","yes","no","no","no","pyganodon grandis","mollusca","yes","no","no","metals","cadmium","Treatments 1-4 received Cd additions targeted to raise sediment Cd concentrations by seven times above background",2,"metals","metal mixture","Treatments 2-4 also received a mixture of Cu, Zn, Pb, and Ni to raise sediment Cu, Zn, Pb, and Ni concentrations by three, four, or seven times above background, respectively",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000081972600027","Clements, WH","Metal tolerance and predator-prey interactions in benthic macroinvertebrate stream communities",1999,"ECOLOGICAL APPLICATIONS","10.1890/1051-0761(1999)009[1073:MTAPPI]2.0.CO;2",NA,"usa","lab",NA,"10",2,"yes",2,"1-2,","no","no","yes","yes","no",NA,NA,"yes","no","yes","metals","metal mixture","Metal-polluted and unpolluted stream",2,"metals","metal mixture","A mixture of Cd, Cu, and Zn stock solutions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000082745700012","Lowell, RB; Culp, JM","Cumulative effects of multiple effluent and low dissolved oxygen stressors on mayflies at cold temperatures",1999,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","10.1139/cjfas-56-9-1624",NA,"canada","lab",NA,"14",2,"yes",2,"1-2,","no","yes","yes","no","no","baetis tricaudatus","insecta","yes","no","no","composite stressors","wastewater effluent","control river water versus 1% effluent by volume",2,"oxygen","low oxygen concentration","5, 11 mg/L",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000083242700008","Tao, S; Liang, T; Cao, J; Dawson, RW; Liu, CF","Synergistic effect of copper and lead uptake by fish",1999,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","10.1006/eesa.1999.1822",NA,"china","lab",NA,"27",2,"yes",2,"1-2,","yes","no","no","no","no","paracheirodon innesi","fish","no","no","yes","metals","copper","The exposure experiment was conducted in two sets each consisting of a simultaneous exposure to a mixture of lead and copper and a sequential exposure first to copper then to lead",10,"metals","lead","The exposure experiment was conducted in two sets each consisting of a simultaneous exposure to a mixture of lead and copper and a sequential exposure first to copper then to lead",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000084177300006","Plenet, S","Metal accumulation by an epigean and a hypogean freshwater amphipod: Considerations for water quality assessment",1999,"WATER ENVIRONMENT RESEARCH","10.2175/106143096X122401",NA,"france","lab",NA,"12",2,"yes",2,"1-2,","yes","no","no","no","no","gammarus fossarum; niphargus rhenorhodanensis","crustacea","yes","no","no","metals","zinc","Zinc added from a stock solution containing ZnCI2 to nominal concentration of 300 ug/L, plus control.",2,"metals","copper","Copper added from a stock solution containing CuCI2'2H20) to nominal concentration of 50 ug/L, plus control.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000084186200006","Nikkila, A; Penttinen, S; Kukkonen, JVK","UV-B-induced acute toxicity of pyrene to the waterflea Daphnia magna in natural freshwaters",1999,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","10.1006/eesa.1999.1835",NA,"finland","lab",NA,"2",2,"yes",2,"1-2,","no","no","yes","no","no","daphnia magna","crustacea","no","no","no","UV light","UVB","Experiments consisted of six concentrations of 0.1-99.0 lg/L in the dark and seven of 0.01-41.7 lg/L under UV-B radiation.",2,"other chemicals","pyrene","Experiments consisted of six concentrations of 0.1-99.0 lg/L in the dark and seven of 0.01-41.7 lg/L under UV-B radiation.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000084374000002","Keinanen, M; Peuranen, S; Nikinmaa, M; Tigerstedt, C; Vuorinen, PJ","Comparison of the responses of the yolk-sac fry of pike (Esox lucius) and roach (Rutilus rutilus) to low pH and aluminium: sodium influx, development and activity",2000,"AQUATIC TOXICOLOGY","10.1016/S0166-445X(99)00021-1",NA,"finland","mesocosm","lentic","10",2,"yes",2,"1-2,","yes","yes","no","no","no","esox lucius, rutilus rutilus","fish","no","no","no","acidity","pH range","Pike fry were exposed for 10 days to acidic water at pH 4.00, 4.25, 4.50, 4.75, and 5.00, and to Al in the nominal concentrations of 0, 300, and 600 μg l-1. Roach fry were exposed for 9 days at pH 4.75, 5.00, 5.25, 5.50, 5.75, and 6.00 with the nominal Al concentrations of 0, 100, 200, and 300 μg l-1.",6,"metals","aluminium","Pike fry were exposed for 10 days to acidic water at pH 4.00, 4.25, 4.50, 4.75, and 5.00, and to Al in the nominal concentrations of 0, 300, and 600 μg l-1. Roach fry were exposed for 9 days at pH 4.75, 5.00, 5.25, 5.50, 5.75, and 6.00 with the nominal Al concentrations of 0, 100, 200, and 300 μg l-1.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000084374000002","Keinanen, M; Peuranen, S; Nikinmaa, M; Tigerstedt, C; Vuorinen, PJ","Comparison of the responses of the yolk-sac fry of pike (Esox lucius) and roach (Rutilus rutilus) to low pH and aluminium: sodium influx, development and activity",2000,"AQUATIC TOXICOLOGY","10.1016/S0166-445X(99)00021-1",NA,"finland","lab",NA,"1",2,"yes",2,"1-2,","yes","yes","yes","no","no","esox lucius, rutilus rutilus","fish","no","no","no","acidity","pH range","The pH values were 5.25, 5.75, and 6.7 and nominal Al concentrations 0, 50, 150, and 250 μg l-1, and the test was begun with 30 fry in each test solution. The test was carried out in the laboratory at a constant temperature of 15°C. Exposure time was 24 h.",3,"metals","aluminium","The pH values were 5.25, 5.75, and 6.7 and nominal Al concentrations 0, 50, 150, and 250 μg l-1, and the test was begun with 30 fry in each test solution. The test was carried out in the laboratory at a constant temperature of 15°C. Exposure time was 24 h.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000084870600008","Rosemond, AD; Mulholland, PJ; Brawley, SH","Seasonally shifting limitation of stream periphyton: response of algal populations and assemblage biomass and productivity to variation in light, nutrients, and herbivores",2000,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","10.1139/cjfas-57-1-66",NA,"usa","mesocosm","lotic","98",2,"yes",2,"1-2,","no","no","no","yes","yes",NA,NA,"no","no","no","visible light","shading","Light was increased in all experiments by suspending two lamps with 1000-W metal halide bulbs (Sylvania Metalarc) over the channels. Ambient light treatments were then shaded with layers of mosquito netting to simulate natural light levels",2,"nutrients","nutrient enrichment","Nutrient concentrations were increased to approximately 10 times yearly average stream concentrations by continuous addition of concentrated nutrient solutions to the high-nutrient channels",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000085077200013","Johnson, LC; Shaver, GR; Cades, DH; Rastetter, E; Nadelhoffer, K; Giblin, A; Laundre, J; Stanley, A","Plant carbon-nutrient interactions control CO2 exchange in Alaskan wet sedge tundra ecosystems",2000,"ECOLOGY","10.1890/0012-9658(2000)081[0453:PCNICC]2.0.CO;2",NA,"usa","field","lentic","2920",2,"yes",2,"1-2,","no","no","yes","no","yes",NA,NA,"yes","no","no","temperature","warming","Experimental plots were established on Inlet and Outlet sites in 1988. All treatments were imposed for the entire 8 yr, including the year of this study. Treatments included increased nutrient availability (N as NH4NO3, at 10 g·m-2·yr-1; P as superphosphate at 5 g·m-2·yr-1; and N + P, at the same levels), warming with field greenhouses, warming and N + P fertilization, and light attenuation with shade houses (see Chapin et al. 1995 and Shaver et al. 1998 for details). The fertilization was done each year in a single application early in June. Typically, greenhouses were installed from the beginning of June until the last week of August (6 June for the year of this study) and were installed in the same location each year. Treatment plots were 10 * 5 m except for the greenhouse and shade house plots, which were 5 * 3.5 m. Because of time constraints, we carried out intensive CO2 measurements only on warmed, N + P fertilized, and control plots at both Inlet and Outlet locations.",2,"nutrients","nutrient enrichment","Experimental plots were established on Inlet and Outlet sites in 1988. All treatments were imposed for the entire 8 yr, including the year of this study. Treatments included increased nutrient availability (N as NH4NO3, at 10 g·m-2·yr-1; P as superphosphate at 5 g·m-2·yr-1; and N + P, at the same levels), warming with field greenhouses, warming and N + P fertilization, and light attenuation with shade houses (see Chapin et al. 1995 and Shaver et al. 1998 for details). The fertilization was done each year in a single application early in June. Typically, greenhouses were installed from the beginning of June until the last week of August (6 June for the year of this study) and were installed in the same location each year. Treatment plots were 10 * 5 m except for the greenhouse and shade house plots, which were 5 * 3.5 m. Because of time constraints, we carried out intensive CO2 measurements only on warmed, N + P fertilized, and control plots at both Inlet and Outlet locations.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000085191100013","Buentello, JA; Gatlin, DM; Neill, WH","Effects of water temperature and dissolved oxygen on daily feed consumption, feed utilization and growth of channel catfish (Ictalurus punctatus)",2000,"AQUACULTURE","10.1016/S0044-8486(99)00274-4",NA,"usa","lab",NA,"4",2,"yes",2,"1-2,","no","yes","no","no","no","ictalurus punctatus","fish","no","no","no","temperature","temperature range","mean daily water temperature for Stoneville, Mississippi, USA; mean q3; and, mean y38C.",3,"oxygen","low oxygen concentration","DO 100, 70 and 30% air saturation, at each temperature.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000087573800019","Coyne, MD; Kim, CS; Cameron, JS; Gwathmey, JK","Effects of temperature and calcium availability on ventricular myocardium from rainbow",2000,"AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY","10.1152/ajpregu.2000.278.6.R1535",NA,"usa","lab",NA,"0.028",2,"yes",2,"1-2,","yes","no","no","no","no","oncorhynchus mykiss","fish","no","no","yes","temperature","temperature range","Starting at the acclimation temperature of 10°C, the ventricular strips were brought to the experimental temperatures of either 4 or 18°C over a 5- to 10-min period and then held at each temperature for at least 10 min before testing",3,"alkalinity","calcium","The concentration of calcium in the bath solution was changed to 0.16 mM (low calcium) and aliquots of 1 M CaCl2 were mixed into the bath to provide a range of [Ca2+]o from 0.16 to 16 mM",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000087767900002","Canizares-Villanueva, RO; Martinez-Jeronimo, F; Espinosa-Chavez, F","Acute toxicity to Daphnia magna of effluents containing Cd, Zn, and a mixture Cd-Zn, after metal removal by Chlorella vulgaris",2000,"ENVIRONMENTAL TOXICOLOGY","10.1002/1522-7278(2000)15:3<160::AID-TOX2>3.0.CO;2-7",NA,"mexico","lab",NA,"2",2,"yes",2,"1-2,","no","no","yes","no","no","daphnia magna","crustacea","no","no","no","metals","cadmium","Control (metal free) versus 32 mg Cd L-1",2,"metals","zinc","Control (metal free) versus 50 mg Zn L-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000089193400006","Bourassa, N; Cattaneo, A","Responses of a lake outlet community to light and nutrient manipulation: effects on periphyton and invertebrate biomass and composition",2000,"FRESHWATER BIOLOGY","10.1046/j.1365-2427.2000.00610.x",NA,"canada","field","lotic","84",2,"yes",2,"1-2,","no","no","no","yes","no",NA,NA,"yes","no","no","visible light","shading","using wood trellis placed over selected channels to simulate heavy canopy (93% light reduction)",2,"nutrients","phosphorus","We regulated the flow of these bottles to increase the base level TP concentration of approximately 40 mg L1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000165268900033","Allran, JW; Karasov, WH","Effects of atrazine and nitrate on northern leopard frog (Rana pipiens) larvae exposed in the laboratory from posthatch through metamorphosis",2000,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1002/etc.5620191133",NA,"usa","lab",NA,"138",2,"yes",2,"1-2,","yes","yes","no","no","no","rana pipiens","amphibia","yes","no","no","herbicide","atrazine","Treatment solutions in each aquarium were changed out completely and renewed with new solution every 48 h in a static renewal design",3,"nutrients","nitrate","Treatment solutions in each aquarium were changed out completely and renewed with new solution every 48 h in a static renewal design",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
